Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
,,,,,,"30413 | Due to the problem of Aadhar card, both boys and girls are facing problems in studies and Aadhar card and date of birth are mandatory for school admission. Without Aadhar card and date of birth, one cannot get admission in class 6 or above and cannot fill the form for class 10 and cannot get admission. | 0.8533"
,,,,,,"30420 | Due to lack of Aadhar card, 15 children were not getting admission in school. | 0.8671"
,,,,,,"30430 | Due to lack of Aadhar card, the child is not able to get admission in the school. | 0.922"
,,,,,,"30445 | Due to the date of birth, the child's Aadhaar card is not being recognized and he is not getting enrolled in school. | 0.8692"
,,,,,,"30445 | Due to Aadhar card problem, the child is not getting admission in school. | 0.9158"
,,,,,,"30448 | Three children do not have Aadhar cards, hence they are not able to get admission. | 0.8678"
,,,,,,30466 | Discrepancies in Aadhar cards are causing issues for children's education. | 0.7874
,,,,,,30469 | The community is having trouble opening bank accounts for their children. | 0.3691
,,,,,,30476 | Children are not getting enrolled in school due to wrong names in their Aadhar cards. | 0.8678
,,,,,,30487 | Difficulties in accessing education due to disability | 0.4678
,,,,,,"30505 | Due to the children not having Aadhar cards and not being enrolled in school, the children were not going to school due to poverty. | 0.8663"
,,,,,,"30509 | Due to some children not having Aadhar Card, it was found out by the parents that they are not getting admission yet. | 0.8915"
,,,,,,30510 | A boy is not getting admission in school due to some mistake in his Aadhar card. | 0.8517
,,,,,,30523 | The enrollment of children is not possible due to lack of Aadhar card and some children are not getting their Aadhar card made because they do not have birth certificate. | 0.8645
,,,,,,30526 | Many children are not able to get enrolled due to wrong names in Aadhaar. | 0.8012
,,,,,,"30527 | Due to lack of birth certificate, Aadhar card could not be made due to which admission in school could not be done. | 0.8771"
,,,,,,30548 | Children are unable to get admission in school due to wrong information in their Aadhaar cards. | 0.8905
,,,,,,"30550 | Children had to face the same challenges in education that due to the mistake in the Aadhar card of the child, he is not getting admission in the school. | 0.8954"
,,,,,,"30554 | In the district, children are out of school because they do not have Aadhar cards. | 0.9022"
,,,,,,"30630 | Some parents do not send their children to Anganwadi due to lack of Aadhar card and date of birth, which hinders enrolment. | 0.7666"
,,,,,,30640 | The child is not being enrolled in the inter college due to lack of Aadhar card. | 0.8563
,,,,,,"30645 | Due to financial constraints, we are not able to get Aadhar card made and because of this, all the children are not able to get enrolled in school. | 0.937"
,,,,,,30654 | Some children are not getting enrolled due to birth certificate issues related to Aadhar card. | 0.8801
,,,,,,30691 | Some children do not have Aadhar card and some children do not have birth certificate due to which girls are not able to go to school. | 0.9109
,,,,,,30723 | Mohammad Seraj was not admitted to school because he did not have an Aadhaar card. | 0.6993
,,,,,,"30728 | Some children do not have Aadhar card, due to which they are not able to get enrolled. | 0.9157"
,,,,,,"30737 | Due to lack of Aadhar card, children face difficulties in getting education. | 0.9003"
,,,,,,"30740 | Due to lack of Aadhar card and birth certificate, there is difficulty in enrolling children. | 0.8844"
,,,,,,30741 | The community has told the parents of the children that they are not enrolled in school because they do not have Aadhar cards. | 0.8973
,,,,,,"30760 | Due to lack of Aadhar card and birth certificate, children's education is getting hampered. | 0.8703"
,,,,,,"30765 | Many children are not getting enrolled due to lack of Aadhar card, it will happen after the month of April. | 0.8812"
,,,,,,"30771 | Due to lack of Aadhar card, children face difficulties in education. | 0.8838"
,,,,,,"30810 | Due to Aadhar card problem both boys and girls are facing problem in studies and Aadhar card and date of birth is mandatory for admission in school, without Aadhar card and date of birth there is no admission in class 7 or 8 | 0.8302"
,,,,,,"30812 | Half of the children in the community do not attend school because they lack Aadhar cards for enrollment, and some are also missing birth certificates. Many parents discriminate between their children, educating their sons but not their daughters, believing that daughters will eventually leave the family to live with their in-laws. | 0.8256"
,,,,,,"30837 | Due to problems related to Aadhar card, schools are not able to send children to school. | 0.8675"
,,,,,,"30840 | Lack of Aadhar cards and birth certificates for children, leading to difficulties in enrolling them in school. | 0.8879"
,,,,,,"30848 | Community member Divya said that my children and their children's Aadhar cards have not been made, hence they are not getting admission in the school. | 0.8317"
,,,,,,"30853 | Due to lack of Aadhar card, children are not able to take admission. | 0.9256"
,,,,,,30854 | Parents have informed that my child is not able to get enrolled in school due to lack of Aadhar card. | 0.9083
,,,,,,"30867 | Due to the problem of Aadhar card, both boys and girls are facing difficulty in studies and are not able to get admission in school. | 0.8312"
,,,,,,"30903 | Due to lack of Aadhar card, many boys and girls are facing problems in getting admission. | 0.8385"
,,,,,,"30949 | The child's Aadhaar card needs to be made, hence admission is not taking place. | 0.8311"
,,,,,,30950 | Aadhar card issues are preventing children from attending school. | 0.888
,,,,,,"30988 | Parents of the children said that due to lack of Aadhar card, their children are not able to get admission in school. | 0.9368"
,,,,,,"30999 | Due to lack of Aadhar card, the child's name is not being enrolled in school. | 0.896"
,,,,,,"31008 | Due to Aadhar card problem, the children had left after eighth class and were not getting admission in ninth class. | 0.8247"
,,,,,,"31016 | Due to Aadhar not being made, the child does not go to study. | 0.8604"
,,,,,,"31024 | Due to lack of Aadhaar, the name is not enrolled in the school. | 0.7813"
,,,,,,"31053 | Due to lack of Aadhar card, there are problems in enrolling children. | 0.9111"
,,,,,,"31055 | Aadhar card has not been corrected due to which the name is not being written in the school, there is no birth certificate also. | 0.7987"
,,,,,,31086 | I don't get money in my account | 0.2274
,,,,,,31092 | Children are facing difficulties in getting admission due to Aadhaar card issues. | 0.8273
,,,,,,31100 | There is a boy who has given his intermediate examination this time and his Aadhar card limit is crossed. | 0.7358
,,,,,,31111 | Children are not getting enrolled due to lack of Aadhar card. | 0.8901
,,,,,,"31122 | Due to lack of Aadhar card, children are facing difficulties in getting admission in school. | 0.9062"
,,,,,,31133 | Nowadays there are many problems related to Aadhar card which keep troubling boys and girls and they do not get admission in school. | 0.8872
,,,,,,31138 | Till now Aadhar card sale mission is not being done for children in school. | 0.8243
,,,,,,31142 | The sister there told that some children here do not have Aadhar card or birth certificate and hence they are not able to get admission in the school. | 0.8717
,,,,,,"31144 | Due to wrong Aadhar details of children, they are not able to get admission. | 0.8576"
,,,,,,"31150 | Due to lack of Aadhar card, the child cannot be enrolled. | 0.866"
,,,,,,"31155 | Due to lack of birth certificate, Aadhar cards of children are not being made and hence children are not able to study. | 0.9364"
,,,,,,31162 | Accounts cannot be opened due to children's Aadhaar cards not being made. | 0.7481
,,,,,,"31173 | The boys and girls in the community do not have Aadhar Cards, and this has been a challenge for the past 3 years, particularly for a girl trying to fill a form for Intermediate studies. | 0.8212"
,,,,,,"31181 | Due to the absence of Aadhar card of the child and birth certificate, the women are not able to get the child admitted in the school. | 0.8157"
,,,,,,"31238 | And due to some problem with Aadhar card, their name is not getting enrolled in the school. | 0.8579"
