Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
550e8400-e29b-41d4-a716-446655440002,Legal Document linked Barriers,"This theme includes responses where children are unable to enroll in school due to missing or incomplete legal documents such as Aadhaar cards, birth certificates, or identity proofs. It captures how lack of proper documentation creates administrative hurdles that keep children out of the education system.","No Aadhar card,no aadhaar,no adhar,aadhar card not made,no birth certificate,lack of Aadhar card,no ID,no id proof,no legal document,no identity proof,enrollment barriers,admission refused,adhar,aadhaar,certificate not made,document pending,lack aadhar,having aadhar,birth certificate,unable study,Aadhaar card errors,date of birth missing,name mismatch,no birth date,birth certificate pending,enrollment blocked,documents not accepted,UID not made,government ID,aadhar errors,aadhaar update,not enrolled due to document,admission refused without document,no documents for school,identity not proven,date of birth not recorded,certificate not available,proper documentation,caste certificate,residence certificate,child registration,non enrolment,wrong name",Approved,217,29294 | To help people get their Aadhar cards made | 0.7711
,,,,,,15712 | To address the lack of mental health specialists in schools and ensure students receive proper support. | 0.9648
,,,,,,15736 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15719 | To address the lack of mental health specialists in schools by petitioning the government and the Principal Secretary of the School Education and Literacy Department | 0.7716
,,,,,,15739 | To address the lack of mental health specialists in schools | 0.959
,,,,,,15732 | To address the lack of mental health specialists in schools and ensure students receive proper support | 0.9846
,,,,,,15752 | To address the lack of mental health specialists in schools and ensure students receive proper support | 0.9846
,,,,,,15733 | To improve mental health support in schools by appointing counselors or psychologists | 0.8057
,,,,,,15731 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15749 | To address the lack of mental health specialists in schools and ensure students receive proper support | 0.9846
,,,,,,15762 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15769 | To address the lack of mental health specialists in schools by advocating for policy change and community engagement. | 0.8056
,,,,,,15763 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,"15751 | To address the lack of mental health specialists in schools, a petition was submitted to the government to appoint counselors or psychologists for the mental health of children. | 0.7194"
,,,,,,15770 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15766 | To address the lack of mental health specialists in schools | 0.959
,,,,,,"15773 | To address the lack of mental health specialists in schools, a petition letter was submitted to the government and Honorable Madhu Bangarappa | 0.6461"
,,,,,,15799 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15802 | To address the lack of mental health specialists in schools | 0.959
,,,,,,15791 | To address the lack of mental health specialists in schools and promote community involvement in education | 0.8914
,,,,,,15798 | To address the lack of mental health specialists in schools and ensure students receive proper support | 0.9846
,,,,,,15840 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15806 | To address the lack of mental health specialists in schools | 0.959
,,,,,,15839 | To provide mental health support to students in schools | 0.8937
,,,,,,15843 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15841 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15849 | To raise awareness about the importance of mental health in schools and to ensure that children have access to mental health specialists. | 0.8213
,,,,,,15861 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15868 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15870 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15885 | To address the lack of mental health specialists in schools by advocating for their appointment | 0.9018
,,,,,,15862 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15863 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15856 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15880 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15881 | To improve mental health support for students by advocating for the appointment of counselors or psychologists in schools | 0.8075
,,,,,,15871 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15876 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15884 | To address the lack of mental health specialists in schools and provide adequate support to students | 0.9895
,,,,,,15886 | To address the lack of mental health specialists in schools by advocating for the appointment of counselors or psychologists | 0.8903
,,,,,,29037 | To address the lack of mental health specialists in schools and provide support for students | 0.9949
,,,,,,29040 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15717 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15796 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,15718 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
,,,,,,29041 | To address the lack of mental health specialists in schools by advocating for their appointment | 0.9018
,,,,,,29042 | To address the lack of mental health specialists in schools and provide support to students | 0.9955
